,EWS_DaysToThreat,rfr_0_t0,rfr_0_t1,rfr_0_t2,rfr_1_t0,rfr_1_t1,rfr_1_t2,rfr_2_t0,rfr_2_t1,rfr_2_t2,rfr_3_t0,rfr_3_t1,rfr_3_t2,rfr_4_t0,rfr_4_t1,rfr_4_t2,A1_DikeIncrease_t0,A1_DikeIncrease_t1,A1_DikeIncrease_t2,A2_DikeIncrease_t0,A2_DikeIncrease_t1,A2_DikeIncrease_t2,A3_DikeIncrease_t0,A3_DikeIncrease_t1,A3_DikeIncrease_t2,A4_DikeIncrease_t0,A4_DikeIncrease_t1,A4_DikeIncrease_t2,A5_DikeIncrease_t0,A5_DikeIncrease_t1,A5_DikeIncrease_t2,A1_Expected_Annual_Damage,A1_Dike_Investment_Costs,A1_Expected_Number_of_Deaths,A2_Expected_Annual_Damage,A2_Dike_Investment_Costs,A2_Expected_Number_of_Deaths,A3_Expected_Annual_Damage,A3_Dike_Investment_Costs,A3_Expected_Number_of_Deaths,A4_Expected_Annual_Damage,A4_Dike_Investment_Costs,A4_Expected_Number_of_Deaths,A5_Expected_Annual_Damage,A5_Dike_Investment_Costs,A5_Expected_Number_of_Deaths,RfR_Total_Costs,Expected_Evacuation_Costs
20,2,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,3,0,0,0,0,1,1,0,1,0,5,0,1661436901.3313036,42291505.65437629,0.13301189258348453,169143925.6137162,47842699.56310011,0.02028293572050578,1802615746.0307493,20299287.62732069,0.3826546975712341,0.0,12857587.774250694,0.0,0.0,36676675.840294495,0.0,351800000.0,87395.76660209813
21,3,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,4,5,5,3,0,0,3,0,3,7,0,5,3,2,0,1109148679.6000834,182614739.10721666,0.06583541717951141,99160808.79900141,47842699.56310011,0.009783707381010604,1802695177.9725528,50962397.12067895,0.3061477623558402,0.0,28265438.623856276,0.0,0.0,60854576.0,0.0,334500000.0,97478.84106650666
22,2,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,3,0,0,6,1,0,3,0,0,0,3,0,1674364619.5941644,37255203.23710208,0.13420055530683722,148057721.50015008,47842699.56310011,0.01750491557701358,1802566310.9643347,56232105.137590505,0.38263695126755837,0.0,8453407.696608048,0.0,0.0,30351526.0,0.0,261300000.0,86617.47507620315
23,2,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,3,0,0,6,0,3,2,0,0,0,0,0,42622628.59692081,37255203.23710208,0.0035659881700580293,193606631.47942168,47842699.56310011,0.022697940578618007,1802566310.9643347,61001668.01785916,0.38263695126755837,0.0,7332080.219521779,0.0,0.0,0.0,0.0,261300000.0,75100.18832174124
24,3,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,3,0,0,1,0,0,4,7,2,0,4,1,963983598.0661664,37255203.23710208,0.055106617390758096,167887499.35662764,47842699.56310011,0.01608114246225263,1802566310.9643347,20299287.62732069,0.3061095610140466,0.0,36619050.79604517,0.0,0.0,62015940.60605301,0.0,261300000.0,100455.20738131135
25,3,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,2,3,0,0,3,7,0,1,2,2,0,4,8,2819484146.696375,37255203.23710208,0.19750625153853424,49403145.20163509,47842699.56310011,0.004583484959787485,1802566310.9643347,62048975.90137317,0.3061095610140466,0.0,22013110.966710176,0.0,0.0,88812334.74421489,0.0,334500000.0,112924.452907303
26,3,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,3,3,0,0,0,0,0,5,2,4,0,1,0,1675390163.5366623,76431543.68310125,0.10749248446913842,84150236.69158605,47842699.56310011,0.008060915397592749,1802630744.4684439,0.0,0.3061286616849434,0.0,32008148.391127184,0.0,0.0,25037214.086173728,0.0,419100000.0,104400.822381719
27,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,3,0,0,1,0,3,5,0,1,0,7,3,2388982870.812873,32694901.094161935,1.333187956538592,49686989.351952635,47842699.56310011,0.0385192530073572,1802566310.9643347,45324187.55237766,2.5509130084503884,0.0,18545877.781152677,0.0,0.0,82593104.13074732,0.0,540300000.0,0.0
28,2,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,3,0,0,3,0,0,5,0,3,2,0,3,0,3,1,306627453.1581315,42291505.65437629,0.025759591070389637,128284020.00085092,47842699.56310011,0.014902522314325636,1802566310.9643347,57423135.62296812,0.38263695126755837,0.0,16373078.863592021,0.0,0.0,58044072.09764524,0.0,297900000.0,74721.03592818635
29,2,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,3,0,3,0,0,6,7,1,3,4,4,0,3,0,1125799202.9465005,42291505.65437629,0.0838324585405227,106984937.7022161,47842699.56310011,0.012814370274295458,1802566310.9643347,104682189.75338379,0.38263695126755837,0.0,31442821.544961862,0.0,0.0,30351526.042379983,0.0,297900000.0,79883.95027744284
30,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,3,0,0,3,0,0,5,0,6,2,1,5,0,4,0,0.0,42291505.65437629,0.0,133075922.01041737,47842699.56310011,0.105120832864213,1802566310.9643347,65941184.48239788,2.5509130084503884,0.0,26334910.09460339,0.0,0.0,33377116.55719709,0.0,382500000.0,0.0
31,2,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,3,0,0,3,0,0,4,7,2,3,0,4,7,2,1,0.0,42291505.65437629,0.0,133075922.01041737,47842699.56310011,0.01576812492963195,1802566310.9643347,97628005.17481405,0.38263695126755837,0.0,19176830.963968083,0.0,0.0,112962349.39735946,0.0,382500000.0,72294.75358896097
32,2,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,3,0,0,3,0,0,5,0,3,2,3,0,0,3,0,7295856.195489898,42291505.65437629,0.0006104019798873012,133075922.01041737,47842699.56310011,0.01576812492963195,1802566310.9643347,57423135.62296812,0.38263695126755837,0.0,16373078.863592021,0.0,0.0,30351526.042379983,0.0,515700000.0,72356.6369499768
33,3,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,3,3,0,0,2,0,0,3,0,1,0,4,0,38477958.19212121,42291505.65437629,0.0024643853944889167,194939976.80683073,47842699.56310011,0.018346267324180036,1802566310.9643347,22167818.198803753,0.3061095610140466,0.0,15444563.06553661,0.0,0.0,33377116.55719709,0.0,557600000.0,93290.21590937099
34,3,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,3,0,0,5,0,0,0,4,0,3,3,6,0,2,0,0.0,42291505.65437629,0.0,42249280.40589593,59410102.93073928,0.004230415681392751,1813743671.0898776,26403379.542306438,0.3091245034110569,0.0,33201096.218706846,0.0,0.0,27578229.96765524,0.0,702800000.0,85406.3535139714
35,3,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,2,3,3,3,0,0,1,6,0,3,4,6,0,3,3,1204263963.0827675,132514534.68415771,0.07360012046309276,98028729.65273215,47842699.56310011,0.009602652319203393,1802695177.9725528,52771009.1301844,0.3061477623558402,0.0,35100736.5165644,0.0,0.0,63921995.57957761,0.0,334500000.0,98666.75538403884
36,2,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,2,3,0,0,2,0,4,1,2,0,7,6,0,1678188331.028915,37255203.23710208,0.1345521334550401,91444022.90677467,47842699.56310011,0.010892052801562219,1802630744.4684439,50406479.71948833,0.3826608271061793,0.0,13903423.98391871,0.0,0.0,95146224.41557565,0.0,636900000.0,84372.53205486156
37,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,3,0,0,1,0,1,3,2,6,0,3,0,0.0,32694901.094161935,0.0,133075922.01041737,47842699.56310011,0.105120832864213,1802566310.9643347,41292219.28177295,2.5509130084503884,0.0,31452076.64453512,0.0,0.0,30351526.042379983,0.0,1035900000.0,0.0
38,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,7,3,0,0,6,3,5,7,4,3,0,2,3,210673317.60974792,103162272.08375776,0.11244105095478951,83877952.9187797,47842699.56310011,0.0668435066573698,1802566310.9643347,99968847.12278569,2.5509130084503884,0.0,38761038.9592929,0.0,0.0,60039471.119519606,0.0,624900000.0,0.0
