,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model
10,127,108.3890401206519,10.0,0.7466935505787535,228.35340266138525,10.0,0.7571267245962187,184.44248264266233,10.0,0.8828032744145295,272.22525191418293,10.0,0.788979408047194,82.43209445423207,10.0,0.5489057788223136,4.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Policy 0,dikesnet
11,42,214.64815167322686,1.0,0.5290329911898578,334.906352027065,1.5,0.22574304840937126,229.8247535690599,10.0,0.6755628739665426,201.53112098428338,10.0,0.7578607825836096,66.9001135938096,1.0,0.46173008905315405,1.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Policy 0,dikesnet
12,22,126.08738744822094,1.5,0.8929468300973259,125.65178343690776,1.5,0.19751338633497242,68.39418232634608,1.0,0.10073778494268301,323.8780753348021,1.5,0.5256261550092383,287.37139174655334,10.0,0.674348295200887,4.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Policy 0,dikesnet
13,14,66.02056872433401,10.0,0.3448080778063618,246.1396931208007,1.0,0.5188353821806723,168.31932091506224,10.0,0.9590829272821907,200.47565865180988,10.0,0.5887364464224222,334.93568011205986,1.0,0.044595110875405,4.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,Policy 0,dikesnet
14,89,237.7155075503843,10.0,0.5929973502743939,135.0663142507306,1.5,0.8009977903427515,314.1375112464125,1.5,0.3187774101528555,222.6677935583328,1.0,0.578643308794529,52.8699326498734,1.5,0.9240494781465954,3.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,Policy 0,dikesnet
15,66,34.3047146315667,1.5,0.261245345635958,72.94433786362555,10.0,0.022950745430244033,335.0657634124809,10.0,0.2905164827070962,82.15636253420847,10.0,0.38760095663908745,187.43890521010115,10.0,0.4607345301897633,1.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,Policy 0,dikesnet
16,76,245.2648572523301,10.0,0.030449473392642784,317.4659169773978,1.5,0.23619333163988973,235.3458166185552,1.0,0.1812212197536522,257.54881653026473,1.0,0.32444527205489454,329.91946549833506,1.0,0.06833472688786878,3.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,Policy 0,dikesnet
17,95,74.4673684836981,10.0,0.09954150133235917,210.5058967545218,1.0,0.8861237708799552,207.27086962488383,10.0,0.2117226021668087,247.52808388943893,1.0,0.12813083096416822,125.76772800447644,1.5,0.6516475037960916,4.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,Policy 0,dikesnet
18,112,68.03188554289142,10.0,0.2883175304641718,272.5395374241523,10.0,0.7526430721276778,348.75388164488515,1.0,0.23204979945250484,187.4714452687793,10.0,0.8156300290457682,79.11485005706417,1.5,0.24277354497122391,1.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,Policy 0,dikesnet
19,17,303.3429301928796,1.0,0.9851432774553364,292.56062883181943,1.0,0.5069885095407968,135.3768113973578,1.5,0.09491785006983769,122.07864549447703,1.5,0.05636235802560964,237.71893809944714,1.0,0.09832995157844504,2.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,Policy 0,dikesnet
20,8,336.554271417454,1.0,0.4452738797672349,201.8186214560133,1.5,0.5023833792699132,194.0003952461965,10.0,0.7427182029264753,59.9831738582764,1.0,0.16324353207486522,344.05914981940475,1.0,0.43475347745174425,4.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Policy 0,dikesnet
21,90,76.8927108158928,1.5,0.9742418783151423,222.06629484405954,1.5,0.29120295591152356,327.71760500062,1.0,0.4553581664833762,131.45346725811066,10.0,0.5047283506108338,301.91136427360783,1.0,0.9422292784765509,4.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,Policy 0,dikesnet
22,21,194.89869297384928,10.0,0.06615102393829556,89.34334550034575,1.0,0.37246433170500254,33.32509288476127,10.0,0.7846382114750471,278.4124966920459,10.0,0.5910481787712133,47.8269683455231,10.0,0.11312543364100072,2.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,Policy 0,dikesnet
23,62,231.98963234972692,1.0,0.41802448936747505,104.80974126838265,10.0,0.8034558115359626,31.79336431468188,10.0,0.5761250373701927,99.8498868350345,10.0,0.2517101298572725,135.04873544844534,10.0,0.9744014068260428,1.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,Policy 0,dikesnet
24,60,38.33496581470596,1.0,0.8669551105648039,328.3142398323089,1.0,0.28775876535337025,296.9447248505999,10.0,0.510603809890795,34.500973951197125,1.0,0.26843454681448686,308.9220643677478,1.0,0.6085996157751277,1.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,Policy 0,dikesnet
25,63,131.89455261886926,10.0,0.8753948307756956,31.378930441603764,1.5,0.6116839646935912,278.5467037523555,10.0,0.45987957521773926,322.6375868127219,1.5,0.017330912604950035,157.4132569819634,1.0,0.9493436042446866,2.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,Policy 0,dikesnet
26,91,80.12431370992401,1.0,0.9292877467534241,328.1461652282492,10.0,0.9091348693782122,316.36332675905004,10.0,0.5571994111464583,293.59189034641025,1.0,0.996445424292067,128.00434639192645,1.5,0.8108803219552994,4.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,Policy 0,dikesnet
27,71,69.54665752875707,1.0,0.19882394255032068,327.853882284071,1.0,0.06744183574083006,246.16389668993367,1.0,0.6488801308690809,90.97323760810403,10.0,0.4897596223773924,205.31982004638473,1.5,0.7611062698024017,3.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,Policy 0,dikesnet
28,52,59.44956567833991,1.0,0.8522528006300097,312.43513382014464,10.0,0.8944584626014485,334.4848005945507,1.5,0.33314271920891,281.3496959277064,1.0,0.6810660433536707,271.11518745425775,10.0,0.49923933396743314,1.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,Policy 0,dikesnet
29,105,98.35771036382445,10.0,0.8790770052807044,271.62972991871425,1.0,0.48277283876591676,237.9323506596063,10.0,0.5115676363572506,291.40614548298487,1.5,0.44709406782978306,322.2345361078003,10.0,0.9932816778460627,3.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,Policy 0,dikesnet
30,50,71.6354777201345,1.5,0.40309454837473924,145.85256231481725,1.0,0.20685964368797755,245.8933449828285,1.5,0.9925842991752084,54.96787061979044,1.5,0.01535420066456693,50.176515638628324,10.0,0.245145667745879,3.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,Policy 0,dikesnet
31,63,85.87655113224486,1.0,0.6897589415872972,205.40311343943645,1.5,0.7874365697938167,341.7300652987854,1.5,0.33475753126354885,243.840762123984,1.5,0.8099563627621904,202.37932367279166,1.5,0.7767214467336441,1.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,Policy 0,dikesnet
32,73,239.63946391545974,1.0,0.33833249463493076,298.4857502560654,10.0,0.332225313866672,246.92582657783288,10.0,0.07028827707644945,332.9109390062355,10.0,0.17491465342265594,97.29757398609925,1.5,0.5660754350318137,1.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,Policy 0,dikesnet
33,86,142.8170457005254,1.0,0.9500145353941286,319.8617950750418,10.0,0.12259250336467106,116.91780411820567,10.0,0.3371459947497984,150.7830510767828,1.5,0.13794608272700773,189.1915593957293,1.5,0.935199557179818,2.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,Policy 0,dikesnet
34,13,237.00672310039027,10.0,0.9433621154962586,114.82644093356014,1.0,0.054703993165300294,47.81669282197163,1.5,0.40874132656134154,224.75976580567567,10.0,0.92881455681635,61.46991913199832,1.5,0.15949309687170213,4.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,Policy 0,dikesnet
35,109,113.51949896467937,1.0,0.6540143742171782,304.485791483523,10.0,0.2929243682741704,188.34452802409157,1.0,0.1241137529275465,274.31214152801175,1.5,0.15076254066017045,319.34244075854684,1.5,0.8731674437694814,2.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,Policy 0,dikesnet
36,15,338.98836156525977,1.0,0.6121907680581273,133.28809443547595,10.0,0.9506201218228093,293.4158825496862,1.5,0.28315685420760595,46.095530476300034,10.0,0.11281820353731443,267.6019814825992,1.5,0.20900632138022332,1.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,Policy 0,dikesnet
37,86,249.68427204933175,1.5,0.18451512051926866,168.50151483661122,10.0,0.817347848700201,89.25237844701074,10.0,0.5542461777117689,247.7354192194204,1.5,0.734174504642836,64.4532366210048,1.5,0.4069079281505905,4.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,Policy 0,dikesnet
38,68,90.54613938113515,10.0,0.40662518920042184,88.10535012122602,1.0,0.7833793429992365,60.031293971748525,1.0,0.11019992151826723,178.1297111284427,1.0,0.2255374929110255,206.7998701544801,1.0,0.9108858381632658,2.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,Policy 0,dikesnet
39,109,208.53786448784626,1.5,0.8007859727101647,242.93040935685548,1.5,0.14286127657935196,321.13136723971036,1.5,0.7570360437448034,281.96948976134115,1.0,0.8418519128736469,218.34981650818554,10.0,0.13875616646193095,4.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,Policy 0,dikesnet
40,109,81.75272280602306,10.0,0.03713427696210303,326.67813823313816,1.0,0.30166559869145715,63.73636088355866,10.0,0.6965617891757723,337.70095867210716,1.5,0.14440155222622572,46.25380851001854,10.0,0.9793656410277884,3.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,Policy 0,dikesnet
41,32,107.12148235218139,10.0,0.7727083892232065,202.97341083945756,10.0,0.7969119387074338,239.77111607234204,1.5,0.5179947745729699,141.21798731011157,1.0,0.6537003273220272,255.92989956064451,1.0,0.7030442109606352,2.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,Policy 0,dikesnet
42,41,334.83459003571653,10.0,0.917343699468549,76.36732497498588,10.0,0.5144419710358846,54.169159553803745,1.5,0.5977639304678086,336.51919835188903,1.5,0.28830701233773753,204.2313595385877,10.0,0.8232666057533847,4.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,Policy 0,dikesnet
43,61,152.63322683272622,1.5,0.5331235576711804,231.5618023006532,1.5,0.3352649309823456,96.75728514155166,1.5,0.7141381455006797,184.93846658023045,1.5,0.7027371087676015,253.76429680093392,1.5,0.3500655798850062,2.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,Policy 0,dikesnet
44,56,241.45528456688572,1.5,0.1753952292607215,117.98678221633382,1.5,0.2740511909024913,102.87952057930994,1.5,0.43925242240795165,129.45841638916016,1.0,0.06383481810834786,185.35778358650782,10.0,0.7182746360509693,3.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,Policy 0,dikesnet
45,21,108.51368876727419,1.5,0.02440433971950797,225.3330116781103,1.0,0.018904405510349418,213.89594019900744,1.5,0.9810756315858549,249.5467151443711,1.5,0.03184189061557054,120.39144103618277,1.0,0.6905056287420827,4.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,Policy 0,dikesnet
46,77,54.16461027119787,10.0,0.7506231342831654,110.00121416320923,10.0,0.09398360155830336,107.12860071845473,10.0,0.2520668321206012,214.58467895974306,10.0,0.45813904684465206,68.46932309821221,10.0,0.4890115993785419,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,Policy 0,dikesnet
47,122,201.4430169105881,10.0,0.22252223060187104,72.36149888908875,1.5,0.46943744295440915,267.013086136835,1.5,0.9373921592409733,348.41842750106855,1.5,0.15574489334551833,254.29761708210685,1.5,0.3480197639846037,1.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,Policy 0,dikesnet
48,104,86.66363468420326,10.0,0.2896271954421806,53.39838083679936,1.0,0.4501452771275771,247.72651757809783,1.0,0.5682380658067574,151.86930857628795,1.0,0.2856493048619931,137.43057976486153,10.0,0.8418505302477138,1.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,Policy 0,dikesnet
49,112,173.8635766671369,1.0,0.5201682056763864,165.2602543679052,1.5,0.4884682413873411,307.1592468270681,1.5,0.5477415848890622,80.85869467651324,1.0,0.8869244211029996,336.6234314188183,1.0,0.009054199448109545,1.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,Policy 0,dikesnet
50,38,35.51794828897126,1.0,0.6742459540349514,333.86655332297505,1.5,0.8136684951623754,112.87854524368774,10.0,0.9825487200387228,202.3087113405614,1.0,0.9648423260176777,316.0927959207644,10.0,0.18107203520930423,2.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,Policy 0,dikesnet
51,126,287.7485744578389,1.0,0.12334453607535738,278.54193355933904,10.0,0.5941934035372266,219.5911461952603,1.0,0.2306033559625872,184.30677948286282,1.5,0.5846239681038178,142.73523870885413,10.0,0.1299340298309553,1.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,Policy 0,dikesnet
52,114,186.46789719182752,1.0,0.3265619553645316,324.02230037320834,10.0,0.31535188784758666,289.5058196692526,1.0,0.38853267667275143,210.63888767998506,1.0,0.9190388484770141,324.2541605285519,10.0,0.21120069506594982,3.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,Policy 0,dikesnet
53,12,293.54801179146153,10.0,0.1156798358862442,159.01452055400392,10.0,0.39199141966922785,137.22215248532564,1.0,0.5692403988909327,52.094389709327366,1.0,0.03605333556307568,321.64938450276213,10.0,0.8879926096486692,3.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,Policy 0,dikesnet
54,36,226.43479922451024,1.0,0.7717626007640661,272.5916885984627,1.5,0.3559664729672861,205.87969368482243,1.5,0.7097082299780989,296.64395974180655,10.0,0.534934797260414,158.2516539641639,10.0,0.5142747858967267,2.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,Policy 0,dikesnet
55,35,174.43451112849385,1.5,0.6960275864586153,290.43790151890965,1.0,0.4465425579165441,277.9220181880528,10.0,0.8301304705275419,343.8330474916744,10.0,0.6389334683673641,278.2098447451073,1.0,0.19450783774475683,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,Policy 0,dikesnet
56,94,180.53555575838615,10.0,0.7958629211455525,52.18925510085325,1.0,0.6264529141758589,105.86947778809544,1.5,0.18515034473814754,257.8568320384088,10.0,0.2213705729732926,328.4312478314208,1.0,0.9810047096139012,4.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,Policy 0,dikesnet
57,21,64.35767810633759,1.5,0.17304764064251676,329.2399628611898,1.5,0.7953511485475321,145.6711297044858,10.0,0.8865496258690893,266.2226046208383,1.5,0.9246519844579381,186.35142560205364,1.5,0.9139602227484231,1.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,Policy 0,dikesnet
58,102,336.0936650936635,1.0,0.9065402295820747,254.08502464566425,1.5,0.5265498242678244,77.43200480800347,1.5,0.723351739794801,81.34592369835062,10.0,0.5121826103697565,262.4231638247472,10.0,0.5236152831910954,3.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,Policy 0,dikesnet
59,71,336.9686484396556,1.5,0.6980506741618459,174.32403901327552,1.0,0.678621949082797,257.78308779377465,10.0,0.8272961998667705,307.2849547437223,1.5,0.38311638411586163,112.25356845774417,1.5,0.02026868395143439,3.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,Policy 0,dikesnet
60,117,164.44103051046065,1.0,0.30716299490019755,283.1175758744506,1.5,0.33012252314364277,111.05752613768514,1.0,0.20290708715825498,56.9064691144767,1.0,0.3398351927304773,277.39001738791114,1.0,0.8219671520961855,4.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,Policy 0,dikesnet
61,75,73.87268285638149,1.0,0.5868110885660818,93.49039099525542,1.0,0.40985452698307545,63.031504423816415,1.5,0.014441293402109189,296.97310493899545,1.0,0.3653354538319372,225.1206473312189,1.0,0.9291001817897151,3.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,Policy 0,dikesnet
62,19,185.54218568417255,10.0,0.18881023936717697,339.49444982959653,1.5,0.8730651306969195,73.29630486149061,1.0,0.645093623086647,152.3719845197902,1.0,0.9637905176355792,59.29726821704226,1.0,0.8519460727222465,1.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,Policy 0,dikesnet
63,70,336.68465411385944,1.0,0.7499249669863868,58.06658010677224,1.5,0.7410241401528794,231.45865079808775,1.0,0.9695173840461845,294.1413416417314,10.0,0.9801173604447133,108.51751213121597,1.5,0.13480784577432403,2.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,Policy 0,dikesnet
64,1,116.4588905512145,10.0,0.6351931966915154,72.8073502780596,1.5,0.8770148333898735,329.4742401479232,1.5,0.9178629878268064,275.4074788002953,1.5,0.9099630293748585,89.22830304570967,1.0,0.8930006741555404,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,Policy 0,dikesnet
65,19,300.81847990593735,1.0,0.1912545946875206,335.1148949351637,1.5,0.9579813358997473,153.80237260711152,10.0,0.6128511512034021,116.37755197400514,1.0,0.9455500867692398,49.62576094232877,10.0,0.4318890400496342,3.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,Policy 0,dikesnet
