,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model
21,14,77.65574756059658,1.5,0.31097618480831973,263.68265739248346,1.5,0.9612724423734825,249.22163529374942,10.0,0.3888442003052856,110.41622508100433,1.0,0.008703198671802205,191.99256755635005,1.0,0.25668573366129066,3.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,Policy 0,dikesnet
22,23,316.3062529736097,10.0,0.6171817306150655,296.4994043124131,1.0,0.05958798593863887,33.101721203964864,1.0,0.32855583410206163,136.5465766869225,1.0,0.039880328234009395,73.23522867514953,10.0,0.046100822746834434,1.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,Policy 0,dikesnet
23,31,68.33988202172198,10.0,0.8237036835501035,249.5684402583413,10.0,0.8098081521873458,334.4405146860391,10.0,0.9717897132995416,66.28290287027045,1.0,0.36438199598264653,94.14306778517697,1.0,0.09835747146567014,1.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,Policy 0,dikesnet
24,72,108.83101183342355,1.0,0.8643958973012,208.42437119803145,10.0,0.7324146545694432,176.99707403989504,1.5,0.5945073499412237,73.29846434051558,10.0,0.671151453766528,95.98393279826603,1.5,0.8630656576903218,3.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,Policy 0,dikesnet
25,88,140.18749685061127,1.5,0.5673496342150522,226.48235952595468,1.5,0.1661903200415653,349.6443906808644,1.5,0.8985485729252981,255.07005183095703,10.0,0.48166384665011364,71.8277846959306,10.0,0.5526182422437719,4.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,Policy 0,dikesnet
26,60,209.87589291783445,1.0,0.25879997238738495,323.61417856618675,1.0,0.4859528639029172,61.54544263098383,1.5,0.4614275465010943,89.1949501055019,1.5,0.6106185354702437,106.69498156966641,1.0,0.637009580666262,4.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,Policy 0,dikesnet
27,64,70.46409843190986,10.0,0.7026137153062201,47.066590945693434,1.5,0.5385576412663499,260.08796992504176,10.0,0.5455868207620378,300.73610935768477,10.0,0.5010879085238108,221.52993326896927,1.5,0.19534565227128975,4.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,Policy 0,dikesnet
28,95,257.5344556093205,10.0,0.25194047348419896,242.8260898924037,1.0,0.7692809968805275,271.9364946378452,1.5,0.9507562181109677,54.735201665598346,1.0,0.30215699983694605,147.91500768023383,10.0,0.3277088867508661,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,Policy 0,dikesnet
29,85,106.1875360207994,10.0,0.22138355035418292,313.60000538992784,1.0,0.25327803934346327,206.32964690803982,10.0,0.8218469001741816,333.96934820449394,1.0,0.9557348289956673,239.84386022050546,10.0,0.09372941899824631,3.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,Policy 0,dikesnet
30,28,34.228104856483,1.0,0.9625700932597346,248.2414942611939,1.5,0.8259306261412207,198.47870998151168,10.0,0.931301603844151,174.7358043839108,1.5,0.40502250831915104,114.80175580702382,1.0,0.7155400484887612,1.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,Policy 0,dikesnet
31,95,144.18987611634543,1.5,0.27276235484876404,155.81022690086334,1.0,0.9732704957048933,134.31612395735357,1.5,0.6514762394404079,240.99986628221146,1.5,0.2982556244756351,74.60971972107723,1.0,0.07839588402401251,3.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,Policy 0,dikesnet
32,89,271.9964563312874,10.0,0.4191659692550898,149.5214014184024,1.5,0.9987324343806655,186.538914132261,10.0,0.5610064698375963,341.25730738951336,10.0,0.2844203256566635,122.17363502239232,1.0,0.16544464210212506,3.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,Policy 0,dikesnet
33,68,187.5297444438993,1.5,0.32678788521325847,83.0819961212915,1.0,0.4935639580029893,281.0593194205235,10.0,0.019111808564522853,100.5208768270106,1.5,0.37483146559834013,204.71821250041242,1.5,0.9956258681845179,3.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,Policy 0,dikesnet
34,92,209.20626970705615,10.0,0.6257504326354489,107.05613351667292,1.5,0.8998629560509439,222.59560339604684,1.5,0.7303467849200398,96.63455373558355,1.5,0.35070332776126273,159.8675685206307,1.5,0.7754737600501317,3.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,Policy 0,dikesnet
35,19,250.96308081511805,1.5,0.607270227316666,91.37516165253126,1.5,0.03083592196094567,279.2976812755082,1.5,0.5123725445593378,338.321383883434,1.5,0.33293231559711894,191.91010211594147,1.5,0.6747705088971409,2.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,Policy 0,dikesnet
36,118,244.37977560187647,1.5,0.3278026960224698,110.68516074158913,1.0,0.5609680463447357,242.61521399862664,1.5,0.43347263892017857,128.74381676164447,1.5,0.9193717443040119,304.8579254749857,1.5,0.05751188406498482,3.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,Policy 0,dikesnet
37,61,127.90474087856526,1.0,0.5998908018496906,91.0153270498717,10.0,0.9741794551885602,116.54966229007309,1.0,0.12118999086751046,220.30695736946004,1.0,0.038445707598859125,46.47752421863783,10.0,0.8140573622893912,4.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,Policy 0,dikesnet
38,76,199.74284301484357,1.5,0.5910471274582453,91.0572111740673,10.0,0.590486822034188,241.07246635891903,10.0,0.7207081113334507,65.68272019570651,1.5,0.8425184484622678,126.68508141549498,1.0,0.09620173042429525,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,Policy 0,dikesnet
39,28,281.368587500386,1.0,0.5223756124105253,59.08364466987602,10.0,0.9367115031676789,106.41170160360892,10.0,0.22589847460354465,49.002595609334186,10.0,0.9630250848206385,206.27711213196278,1.5,0.6276193310467452,3.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,Policy 0,dikesnet
40,62,139.55382232685943,1.5,0.07569321133790817,150.62027849387255,1.0,0.757953351746515,75.90635818497876,1.0,0.37995179849060196,83.38679723346571,1.0,0.16719980994847777,203.12312621197344,1.0,0.002472450738882927,4.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,Policy 0,dikesnet
41,114,174.50519428723442,10.0,0.08135961513178766,310.9580411900545,1.0,0.046686922172320636,257.42162727014704,1.0,0.6191405721696042,80.61929634697377,1.5,0.23477286612186998,225.88335084317552,1.5,0.8516145502213248,4.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,Policy 0,dikesnet
42,107,245.40665515332097,1.5,0.38146539179831196,158.70273892503602,1.5,0.43942053208039505,205.72086774442124,1.0,0.7412128229861834,270.5630967111737,1.5,0.8352103959514506,185.53552817849723,10.0,0.6125872016992628,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,Policy 0,dikesnet
43,46,44.90700358029944,1.0,0.4630627414317194,305.64205489607264,1.5,0.3276531740774871,30.547017964027084,10.0,0.0642731645749027,310.9407334756633,1.5,0.028493994354219277,206.09948538417416,1.0,0.8725017137874745,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,Policy 0,dikesnet
44,90,32.60032260329606,1.5,0.19082819445642463,283.5635302458445,10.0,0.9064892323102316,310.61636625828623,1.0,0.07903150730748916,97.15599012798893,10.0,0.6905929191599983,39.350679607777536,1.5,0.700953998972087,3.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,Policy 0,dikesnet
45,40,224.7578119362852,1.5,0.47980089287369576,147.0884516935983,1.5,0.7564398625796378,264.01208736440515,10.0,0.3333220726227309,82.8178440245595,1.0,0.21885951392400774,145.77974462718007,10.0,0.051050625471323156,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,Policy 0,dikesnet
46,4,81.5848137396049,1.5,0.11985594457511145,73.14208525279659,1.0,0.8938129171147555,62.088552038682224,1.5,0.9861508884032739,173.45229192192352,1.0,0.9959941989215259,208.89104518950262,1.0,0.5839962983851578,3.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,Policy 0,dikesnet
47,120,36.63911429519225,1.5,0.5754735390817544,167.64997355779425,10.0,0.9996746245330819,83.82759079121494,1.0,0.22912066563941444,123.41541978056594,1.0,0.6786413464863997,132.7585491973237,1.0,0.47676585603726007,3.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,Policy 0,dikesnet
48,84,68.99088938219134,1.0,0.9525823796233814,119.45139037149907,1.5,0.13114112565016528,266.8085405553585,1.0,0.644061146819905,123.12316625377926,1.5,0.35760407702608044,235.21368072432435,10.0,0.42800945308424265,3.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,Policy 0,dikesnet
49,44,60.19160418085039,1.0,0.727949765351148,86.4183665516562,1.5,0.2811650067199065,339.7744013008653,1.5,0.15543679624049397,254.75985645021692,1.5,0.8227779731668471,136.02739509605502,1.5,0.369160365771605,1.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,Policy 0,dikesnet
50,53,83.55380363825553,1.5,0.05501965331345049,113.56678328463789,10.0,0.7314129696908699,227.75058292312917,1.5,0.3648182725674446,127.43011068515175,1.5,0.6229349261637376,338.68101800387404,1.5,0.206587322802975,1.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,Policy 0,dikesnet
51,77,96.92112458042337,1.0,0.7289407575827822,245.21534731284956,1.5,0.3384712843681946,99.92701030355752,1.0,0.8276433538908018,177.84044103440783,1.5,0.7632259972453013,245.91437814432857,10.0,0.5060094215867439,4.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,Policy 0,dikesnet
52,127,240.61233973718748,10.0,0.9399451764390547,284.5026827294872,1.5,0.9059682629193362,139.3750044862018,1.5,0.7040037573560921,67.16336834210298,1.0,0.08442416587680557,305.5961640746566,1.5,0.3326692248087729,4.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,Policy 0,dikesnet
53,84,258.26191025073143,1.0,0.8132749780255021,281.55605221546267,10.0,0.8839509478920259,209.05092305378412,10.0,0.15116641828774127,272.15962101816103,1.5,0.24794365287275835,292.7464921627551,1.5,0.4101944111501364,2.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,Policy 0,dikesnet
54,82,113.86458174628159,1.0,0.808001337733755,295.47446850054513,1.5,0.5847020504965633,331.6351038178803,10.0,0.06348067223941181,144.35428700411546,1.0,0.23640844839011538,124.87543086409345,1.0,0.4866544969216076,1.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,Policy 0,dikesnet
55,97,314.0712548695643,1.5,0.044901386562645765,275.7461527616707,1.0,0.19969969355580666,336.1965304388941,1.5,0.37573007444477696,236.25194196031117,10.0,0.41656198214077056,55.89028511573984,1.5,0.2269249234034461,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,Policy 0,dikesnet
56,109,288.05186517618085,1.5,0.8558476613087432,155.20974082903763,1.5,0.83774098660724,261.7506649093735,1.5,0.16996970040483572,186.95729692418948,10.0,0.8287282382043548,65.44689896374064,1.5,0.9175082053464401,3.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,Policy 0,dikesnet
57,83,312.1909779350058,1.0,0.38995113940490383,208.83518176557718,1.5,0.5089104333071237,185.28558425125047,10.0,0.4832469182306993,109.96895717299167,1.0,0.2741509720701469,328.96564535980724,1.0,0.8117463967967833,2.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,Policy 0,dikesnet
58,51,57.14860952874237,10.0,0.7702954233343702,43.256955257780426,1.5,0.12293368377214854,181.6160047009344,10.0,0.3955116072928298,59.200662256685284,10.0,0.3227254272671743,83.60059168856868,1.0,0.49087661998993004,1.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,Policy 0,dikesnet
59,78,225.026911059618,1.5,0.5750696898994477,212.48761239800928,1.0,0.6067342125785785,288.38113453685804,10.0,0.9998317912397873,195.4682596856589,10.0,0.5809094752426415,156.26275414620892,10.0,0.0559546985056203,3.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,Policy 0,dikesnet
60,13,297.7714168911255,1.0,0.11622885346774965,277.4022917277209,10.0,0.18998213110009834,313.91827779174116,1.0,0.15738640175099805,48.75924492499669,1.0,0.0012541440997195703,341.9213960708746,1.0,0.6678780822526607,4.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,Policy 0,dikesnet
61,71,61.410325438708334,1.5,0.6264268304606361,61.10891653314984,1.5,0.7366377898250468,214.3638678990332,1.5,0.4438504675566228,272.34732624214473,10.0,0.509580658872749,236.19273000819015,1.5,0.9435543154307665,2.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,Policy 0,dikesnet
62,58,162.60073826102754,10.0,0.8562232569428952,95.86937248474962,1.5,0.6743952138937769,104.70452368921512,1.5,0.5912911452417443,291.1047869981407,1.0,0.8619570838439204,343.8515831268005,10.0,0.22784995978350817,1.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,Policy 0,dikesnet
63,40,223.9747372561507,10.0,0.4964777824269928,164.7091870538816,1.5,0.8245533629116397,198.2026645707533,1.5,0.8821789613490836,240.09978426915137,1.0,0.8960183263329148,171.7299700811629,1.0,0.27710343772766877,3.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,Policy 0,dikesnet
64,86,109.91313759329704,1.5,0.5225360866584228,136.43628387832203,1.0,0.47135256617724175,181.21550369634855,1.0,0.8349835132357337,70.78560897137163,1.0,0.19448908271685597,331.21702755517043,1.0,0.8637655058870783,2.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,Policy 0,dikesnet
65,72,132.8012497194223,1.0,0.030309364308175667,167.70678942554494,1.0,0.5243905165630142,32.85388429898195,1.0,0.88463465557583,116.60726718144701,1.0,0.5748434296687034,125.53330177503803,1.5,0.6086921669652618,1.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,Policy 0,dikesnet
